"Year","State","City","Store name","Lines","Category","Sales revenue","Quantity sold"
"2004","Texas ","Austin","e-Fashion Austin","Dresses","Casual dresses","5815.8","44"
"2004","Texas ","Austin","e-Fashion Austin","Dresses","Evening wear","32312.9","248"
"2004","Texas ","Austin","e-Fashion Austin","Dresses","Skirts","2096.4","13"
"2004","Texas ","Austin","e-Fashion Austin","Dresses","Sweater dresses","4381.3","29"
"2004","Texas ","Austin","e-Fashion Austin","Jackets","Boatwear","1584.8","11"
"2004","Texas ","Austin","e-Fashion Austin","Jackets","Fancy fabric","1493.2","10"
"2004","Texas ","Austin","e-Fashion Austin","Jackets","Outdoor","5788.8","36"
"2004","Texas ","Austin","e-Fashion Austin","Leather","Pants","1300.1","7"
"2004","Texas ","Austin","e-Fashion Austin","Leather","Shirts","1412.6","8"
"2004","Texas ","Austin","e-Fashion Austin","Outerwear","Day wear","37031.5","298"
"2004","Texas ","Austin","e-Fashion Austin","Outerwear","Hats,gloves,scarves","4300.9","50"
"2004","Texas ","Austin","e-Fashion Austin","Outerwear","Night wear","921.5","4"
"2004","Texas ","Austin","e-Fashion Austin","Overcoats","Dry wear","5687.2","26"
"2004","Texas ","Austin","e-Fashion Austin","Overcoats","Wet wear","3314.4","16"
"2004","Texas ","Austin","e-Fashion Austin","Shirt Waist","2 Pocket shirts","15273","87"
"2004","Texas ","Austin","e-Fashion Austin","Shirt Waist","Long sleeve","25253.4","172"
"2004","Texas ","Austin","e-Fashion Austin","Shirt Waist","Short sleeve","29616.3","178"
"2004","Texas ","Austin","e-Fashion Austin","Sweaters","Cardigan","18933.1","153"
"2004","Texas ","Austin","e-Fashion Austin","Sweaters","Soft fabric","3837.7","22"
"2004","Texas ","Austin","e-Fashion Austin","Sweaters","Turtleneck","4736.2","26"
"2004","Texas ","Austin","e-Fashion Austin","Sweat-T-Shirts","Sweats","2951.3","14"
"2004","Texas ","Austin","e-Fashion Austin","Sweat-T-Shirts","T-Shirts","133674.8","803"
"2004","Texas ","Austin","e-Fashion Austin","Trousers","Jeans","4324.7","26"
"2004","Texas ","Austin","e-Fashion Austin","Trousers","Party pants","4878.3","28"
"2004","Texas ","Dallas","e-Fashion Dallas","Accessories","Belts,bags,wallets","18472.9","139"
"2004","Texas ","Dallas","e-Fashion Dallas","Accessories","Hair accessories","3446.2","18"
"2004","Texas ","Dallas","e-Fashion Dallas","Accessories","Hats,gloves,scarves","28451.3","226"
"2004","Texas ","Dallas","e-Fashion Dallas","Accessories","Jewelry","78594.9","530"
"2004","Texas ","Dallas","e-Fashion Dallas","Accessories","Lounge wear","6078.2","46"
"2004","Texas ","Dallas","e-Fashion Dallas","City Skirts","Full length","1075.5","6"
"2004","Texas ","Dallas","e-Fashion Dallas","City Skirts","Mini city","803.3","7"
"2004","Texas ","Dallas","e-Fashion Dallas","City Trousers","Bermudas","764.9","5"
"2004","Texas ","Dallas","e-Fashion Dallas","City Trousers","Long lounge pants","2692.4","15"
"2004","Texas ","Dallas","e-Fashion Dallas","Dresses","Casual dresses","2713.1","22"
"2004","Texas ","Dallas","e-Fashion Dallas","Dresses","Evening wear","18767.2","150"
"2004","Texas ","Dallas","e-Fashion Dallas","Dresses","Skirts","756.3","5"
"2004","Texas ","Dallas","e-Fashion Dallas","Dresses","Sweater dresses","2328.1","19"
"2004","Texas ","Dallas","e-Fashion Dallas","Jackets","Boatwear","3145.8","19"
"2004","Texas ","Dallas","e-Fashion Dallas","Jackets","Fancy fabric","519.4","3"
"2004","Texas ","Dallas","e-Fashion Dallas","Jackets","Outdoor","2191.2","14"
"2004","Texas ","Dallas","e-Fashion Dallas","Leather","Jackets","409.5","3"
"2004","Texas ","Dallas","e-Fashion Dallas","Leather","Pants","858.4","4"
"2004","Texas ","Dallas","e-Fashion Dallas","Leather","Shirts","866.6","4"
"2004","Texas ","Dallas","e-Fashion Dallas","Outerwear","Day wear","11780.9","103"
"2004","Texas ","Dallas","e-Fashion Dallas","Outerwear","Hats,gloves,scarves","1858.1","22"
"2004","Texas ","Dallas","e-Fashion Dallas","Outerwear","Night wear","837.7","5"
"2004","Texas ","Dallas","e-Fashion Dallas","Overcoats","Dry wear","3427.9","18"
"2004","Texas ","Dallas","e-Fashion Dallas","Overcoats","Wet wear","3376","18"
"2004","Texas ","Dallas","e-Fashion Dallas","Shirt Waist","2 Pocket shirts","12350.8","72"
"2004","Texas ","Dallas","e-Fashion Dallas","Shirt Waist","Long sleeve","14102.8","103"
"2004","Texas ","Dallas","e-Fashion Dallas","Shirt Waist","Short sleeve","27539.1","165"
"2004","Texas ","Dallas","e-Fashion Dallas","Sweaters","Cardigan","14915.5","107"
"2004","Texas ","Dallas","e-Fashion Dallas","Sweaters","Soft fabric","3458.8","21"
"2004","Texas ","Dallas","e-Fashion Dallas","Sweaters","Turtleneck","4176.1","22"
"2004","Texas ","Dallas","e-Fashion Dallas","Sweat-T-Shirts","Sweats","1211.9","7"
"2004","Texas ","Dallas","e-Fashion Dallas","Sweat-T-Shirts","T-Shirts","145987","936"
"2004","Texas ","Dallas","e-Fashion Dallas","Trousers","Jeans","4855.8","25"
"2004","Texas ","Dallas","e-Fashion Dallas","Trousers","Party pants","4431.1","29"
"2004","Texas ","Houston","e-Fashion Houston","Accessories","Belts,bags,wallets","22211.9","156"
"2004","Texas ","Houston","e-Fashion Houston","Accessories","Hair accessories","7917.2","43"
"2004","Texas ","Houston","e-Fashion Houston","Accessories","Hats,gloves,scarves","25470","179"
"2004","Texas ","Houston","e-Fashion Houston","Accessories","Jewelry","92661.2","638"
"2004","Texas ","Houston","e-Fashion Houston","Accessories","Lounge wear","4975","35"
"2004","Texas ","Houston","e-Fashion Houston","City Skirts","Full length","3101.8","14"
"2004","Texas ","Houston","e-Fashion Houston","City Skirts","Mini city","1206.4","9"
"2004","Texas ","Houston","e-Fashion Houston","City Trousers","Bermudas","2973.7","15"
"2004","Texas ","Houston","e-Fashion Houston","City Trousers","Long lounge pants","2532.5","16"
"2004","Texas ","Houston","e-Fashion Houston","Dresses","Casual dresses","5506.7","42"
"2004","Texas ","Houston","e-Fashion Houston","Dresses","Evening wear","28252.3","221"
"2004","Texas ","Houston","e-Fashion Houston","Dresses","Skirts","2059.3","14"
"2004","Texas ","Houston","e-Fashion Houston","Dresses","Sweater dresses","2708.6","23"
"2004","Texas ","Houston","e-Fashion Houston","Jackets","Boatwear","4963.9","31"
"2004","Texas ","Houston","e-Fashion Houston","Jackets","Fancy fabric","1776.7","10"
"2004","Texas ","Houston","e-Fashion Houston","Jackets","Outdoor","7044.8","45"
"2004","Texas ","Houston","e-Fashion Houston","Leather","Pants","410.6","2"
"2004","Texas ","Houston","e-Fashion Houston","Leather","Shirts","774.1","5"
"2004","Texas ","Houston","e-Fashion Houston","Outerwear","Day wear","18008.8","142"
"2004","Texas ","Houston","e-Fashion Houston","Outerwear","Hats,gloves,scarves","2710.9","31"
"2004","Texas ","Houston","e-Fashion Houston","Outerwear","Night wear","1005.2","5"
"2004","Texas ","Houston","e-Fashion Houston","Overcoats","Dry wear","3803.2","24"
"2004","Texas ","Houston","e-Fashion Houston","Overcoats","Wet wear","5400.8","24"
"2004","Texas ","Houston","e-Fashion Houston","Shirt Waist","2 Pocket shirts","16793.3","90"
"2004","Texas ","Houston","e-Fashion Houston","Shirt Waist","Long sleeve","38307.2","252"
"2004","Texas ","Houston","e-Fashion Houston","Shirt Waist","Short sleeve","34240","196"
"2004","Texas ","Houston","e-Fashion Houston","Sweaters","Cardigan","24600.1","153"
"2004","Texas ","Houston","e-Fashion Houston","Sweaters","Soft fabric","6271.4","36"
"2004","Texas ","Houston","e-Fashion Houston","Sweaters","Turtleneck","4670","22"
"2004","Texas ","Houston","e-Fashion Houston","Sweat-T-Shirts","Sweats","1313.6","6"
"2004","Texas ","Houston","e-Fashion Houston","Sweat-T-Shirts","T-Shirts","145100.8","859"
"2004","Texas ","Houston","e-Fashion Houston","Trousers","Jeans","5204.5","27"
"2004","Texas ","Houston","e-Fashion Houston","Trousers","Party pants","5102","28"
"2004","Texas ","Houston","e-Fashion Houston Leighton","Accessories","Belts,bags,wallets","32486.3","247"
"2004","Texas ","Houston","e-Fashion Houston Leighton","Accessories","Hair accessories","8199.2","45"
"2004","Texas ","Houston","e-Fashion Houston Leighton","Accessories","Hats,gloves,scarves","41970.8","291"
"2004","Texas ","Houston","e-Fashion Houston Leighton","Accessories","Jewelry","147492","963"
"2004","Texas ","Houston","e-Fashion Houston Leighton","Accessories","Lounge wear","7098.1","46"
"2004","Texas ","Houston","e-Fashion Houston Leighton","City Skirts","Full length","3456.3","17"
"2004","Texas ","Houston","e-Fashion Houston Leighton","City Skirts","Mini city","144.8","2"
"2004","Texas ","Houston","e-Fashion Houston Leighton","City Trousers","Bermudas","2661.4","18"
"2004","Texas ","Houston","e-Fashion Houston Leighton","City Trousers","Long lounge pants","3983.2","32"
"2004","Texas ","Houston","e-Fashion Houston Leighton","Dresses","Casual dresses","5110.3","39"
"2004","Texas ","Houston","e-Fashion Houston Leighton","Dresses","Evening wear","29985.3","232"
"2004","Texas ","Houston","e-Fashion Houston Leighton","Dresses","Skirts","1769.6","14"
"2004","Texas ","Houston","e-Fashion Houston Leighton","Dresses","Sweater dresses","2662.9","23"
"2004","Texas ","Houston","e-Fashion Houston Leighton","Jackets","Boatwear","3091.2","21"
"2004","Texas ","Houston","e-Fashion Houston Leighton","Jackets","Fancy fabric","983.9","6"
"2004","Texas ","Houston","e-Fashion Houston Leighton","Jackets","Outdoor","8364.5","49"
"2004","Texas ","Houston","e-Fashion Houston Leighton","Leather","Pants","1459.7","7"
"2004","Texas ","Houston","e-Fashion Houston Leighton","Leather","Shirts","592.7","3"
"2004","Texas ","Houston","e-Fashion Houston Leighton","Outerwear","Day wear","34200.5","261"
"2004","Texas ","Houston","e-Fashion Houston Leighton","Outerwear","Hats,gloves,scarves","5585.6","64"
"2004","Texas ","Houston","e-Fashion Houston Leighton","Outerwear","Night wear","337.1","2"
"2004","Texas ","Houston","e-Fashion Houston Leighton","Overcoats","Dry wear","5335.9","33"
"2004","Texas ","Houston","e-Fashion Houston Leighton","Overcoats","Wet wear","7051.3","33"
"2004","Texas ","Houston","e-Fashion Houston Leighton","Shirt Waist","2 Pocket shirts","21487","119"
"2004","Texas ","Houston","e-Fashion Houston Leighton","Shirt Waist","Long sleeve","24860.6","169"
"2004","Texas ","Houston","e-Fashion Houston Leighton","Shirt Waist","Short sleeve","37603.2","223"
"2004","Texas ","Houston","e-Fashion Houston Leighton","Sweaters","Cardigan","25723.4","180"
"2004","Texas ","Houston","e-Fashion Houston Leighton","Sweaters","Soft fabric","4642.7","28"
"2004","Texas ","Houston","e-Fashion Houston Leighton","Sweaters","Turtleneck","8831.6","39"
"2004","Texas ","Houston","e-Fashion Houston Leighton","Sweat-T-Shirts","Sweats","2689","13"
"2004","Texas ","Houston","e-Fashion Houston Leighton","Sweat-T-Shirts","T-Shirts","185768.1","1105"
"2004","Texas ","Houston","e-Fashion Houston Leighton","Trousers","Jeans","8304.9","40"
"2004","Texas ","Houston","e-Fashion Houston Leighton","Trousers","Party pants","8297.7","48"
"2005","California","Los Angeles","e-Fashion Los Angeles","Accessories","Belts,bags,wallets","49194.2","367"
"2005","California","Los Angeles","e-Fashion Los Angeles","Accessories","Hair accessories","12761.2","71"
"2005","California","Los Angeles","e-Fashion Los Angeles","Accessories","Hats,gloves,scarves","135181.1","949"
"2005","California","Los Angeles","e-Fashion Los Angeles","Accessories","Jewelry","404316.5","2456"
"2005","California","Los Angeles","e-Fashion Los Angeles","Accessories","Lounge wear","21791.3","134"
"2005","California","Los Angeles","e-Fashion Los Angeles","City Skirts","Full length","11064.6","46"
"2005","California","Los Angeles","e-Fashion Los Angeles","City Skirts","Mini city","129","1"
"2005","California","Los Angeles","e-Fashion Los Angeles","City Trousers","Bermudas","4460.3","21"
"2005","California","Los Angeles","e-Fashion Los Angeles","City Trousers","Long lounge pants","7990.2","41"
"2005","California","Los Angeles","e-Fashion Los Angeles","Dresses","Casual dresses","17615.3","109"
"2005","California","Los Angeles","e-Fashion Los Angeles","Dresses","Evening wear","72107.1","503"
"2005","California","Los Angeles","e-Fashion Los Angeles","Dresses","Sweater dresses","11279.5","68"
"2005","California","Los Angeles","e-Fashion Los Angeles","Jackets","Boatwear","4632","32"
"2005","California","Los Angeles","e-Fashion Los Angeles","Jackets","Fancy fabric","7592","41"
"2005","California","Los Angeles","e-Fashion Los Angeles","Jackets","Outdoor","20024.4","111"
"2005","California","Los Angeles","e-Fashion Los Angeles","Leather","Jackets","24908.5","158"
"2005","California","Los Angeles","e-Fashion Los Angeles","Leather","Pants","3834.4","16"
"2005","California","Los Angeles","e-Fashion Los Angeles","Leather","Shirts","2191","9"
"2005","California","Los Angeles","e-Fashion Los Angeles","Outerwear","Day wear","61745.5","471"
"2005","California","Los Angeles","e-Fashion Los Angeles","Outerwear","Hats,gloves,scarves","14656.3","155"
"2005","California","Los Angeles","e-Fashion Los Angeles","Outerwear","Night wear","3333.1","13"
"2005","California","Los Angeles","e-Fashion Los Angeles","Overcoats","Dry wear","14618.4","59"
"2005","California","Los Angeles","e-Fashion Los Angeles","Overcoats","Wet wear","11280.4","49"
"2005","California","Los Angeles","e-Fashion Los Angeles","Shirt Waist","2 Pocket shirts","17099.6","72"
"2005","California","Los Angeles","e-Fashion Los Angeles","Shirt Waist","Long sleeve","44906.3","261"
"2005","California","Los Angeles","e-Fashion Los Angeles","Shirt Waist","Short sleeve","70835.8","376"
"2005","California","Los Angeles","e-Fashion Los Angeles","Sweaters","Cardigan","62079.1","377"
"2005","California","Los Angeles","e-Fashion Los Angeles","Sweaters","Soft fabric","2838.2","18"
"2005","California","Los Angeles","e-Fashion Los Angeles","Sweaters","Turtleneck","12079.8","46"
"2005","California","Los Angeles","e-Fashion Los Angeles","Sweat-T-Shirts","Sweats","4252.4","18"
"2005","California","Los Angeles","e-Fashion Los Angeles","Sweat-T-Shirts","T-Shirts","345264","1982"
"2005","California","Los Angeles","e-Fashion Los Angeles","Trousers","Jeans","14011","63"
"2005","California","Los Angeles","e-Fashion Los Angeles","Trousers","Party pants","91543.5","699"
"2005","California","San Francisco","e-Fashion San Francisco","Accessories","Belts,bags,wallets","31593.1","216"
"2005","California","San Francisco","e-Fashion San Francisco","Accessories","Hair accessories","8431.4","35"
"2005","California","San Francisco","e-Fashion San Francisco","Accessories","Hats,gloves,scarves","70820","483"
"2005","California","San Francisco","e-Fashion San Francisco","Accessories","Jewelry","300742.9","1836"
"2005","California","San Francisco","e-Fashion San Francisco","Accessories","Lounge wear","18705.1","108"
"2005","California","San Francisco","e-Fashion San Francisco","City Skirts","Full length","11582.8","49"
"2005","California","San Francisco","e-Fashion San Francisco","City Trousers","Bermudas","3086","14"
"2005","California","San Francisco","e-Fashion San Francisco","City Trousers","Long lounge pants","7395.8","35"
"2005","California","San Francisco","e-Fashion San Francisco","Dresses","Casual dresses","12067.8","83"
"2005","California","San Francisco","e-Fashion San Francisco","Dresses","Evening wear","88350.6","618"
"2005","California","San Francisco","e-Fashion San Francisco","Dresses","Sweater dresses","8563.5","52"
"2005","California","San Francisco","e-Fashion San Francisco","Jackets","Boatwear","1624.1","11"
"2005","California","San Francisco","e-Fashion San Francisco","Jackets","Fancy fabric","7440.5","43"
"2005","California","San Francisco","e-Fashion San Francisco","Jackets","Outdoor","10535.7","60"
"2005","California","San Francisco","e-Fashion San Francisco","Leather","Jackets","6769","45"
"2005","California","San Francisco","e-Fashion San Francisco","Leather","Pants","2440.2","10"
"2005","California","San Francisco","e-Fashion San Francisco","Leather","Shirts","946","4"
"2005","California","San Francisco","e-Fashion San Francisco","Outerwear","Day wear","44630.8","363"
"2005","California","San Francisco","e-Fashion San Francisco","Outerwear","Hats,gloves,scarves","7843.9","83"
"2005","California","San Francisco","e-Fashion San Francisco","Outerwear","Night wear","2959","11"
"2005","California","San Francisco","e-Fashion San Francisco","Overcoats","Dry wear","11414.6","46"
"2005","California","San Francisco","e-Fashion San Francisco","Overcoats","Wet wear","8337.5","36"
"2005","California","San Francisco","e-Fashion San Francisco","Shirt Waist","2 Pocket shirts","16003","67"
"2005","California","San Francisco","e-Fashion San Francisco","Shirt Waist","Long sleeve","55347.1","327"
"2005","California","San Francisco","e-Fashion San Francisco","Shirt Waist","Short sleeve","76726","395"
"2005","California","San Francisco","e-Fashion San Francisco","Sweaters","Cardigan","51440","322"
"2005","California","San Francisco","e-Fashion San Francisco","Sweaters","Soft fabric","2778.8","18"
"2005","California","San Francisco","e-Fashion San Francisco","Sweaters","Turtleneck","10704.5","41"
"2005","California","San Francisco","e-Fashion San Francisco","Sweat-T-Shirts","Sweats","1682.8","8"
"2005","California","San Francisco","e-Fashion San Francisco","Sweat-T-Shirts","T-Shirts","268561.9","1446"
"2005","California","San Francisco","e-Fashion San Francisco","Trousers","Jeans","9085.1","41"
"2005","California","San Francisco","e-Fashion San Francisco","Trousers","Party pants","42454","303"
"2005","Colorado","Colorado Springs","e-Fashion Colorado Springs","Accessories","Belts,bags,wallets","25050","199"
"2005","Colorado","Colorado Springs","e-Fashion Colorado Springs","Accessories","Hair accessories","6262.7","29"
"2005","Colorado","Colorado Springs","e-Fashion Colorado Springs","Accessories","Hats,gloves,scarves","51854.5","353"
"2005","Colorado","Colorado Springs","e-Fashion Colorado Springs","Accessories","Jewelry","230686","1385"
"2005","Colorado","Colorado Springs","e-Fashion Colorado Springs","Accessories","Lounge wear","9854.5","69"
"2005","Colorado","Colorado Springs","e-Fashion Colorado Springs","City Skirts","Full length","5403.3","22"
"2005","Colorado","Colorado Springs","e-Fashion Colorado Springs","City Skirts","Mini city","135","1"
"2005","Colorado","Colorado Springs","e-Fashion Colorado Springs","City Trousers","Bermudas","1015","5"
"2005","Colorado","Colorado Springs","e-Fashion Colorado Springs","City Trousers","Long lounge pants","6148.9","38"
"2005","Colorado","Colorado Springs","e-Fashion Colorado Springs","Dresses","Casual dresses","5026.1","36"
"2005","Colorado","Colorado Springs","e-Fashion Colorado Springs","Dresses","Evening wear","42430.8","299"
"2005","Colorado","Colorado Springs","e-Fashion Colorado Springs","Dresses","Sweater dresses","7829","48"
"2005","Colorado","Colorado Springs","e-Fashion Colorado Springs","Jackets","Boatwear","389","3"
"2005","Colorado","Colorado Springs","e-Fashion Colorado Springs","Jackets","Fancy fabric","1732","10"
"2005","Colorado","Colorado Springs","e-Fashion Colorado Springs","Jackets","Outdoor","5830.8","26"
"2005","Colorado","Colorado Springs","e-Fashion Colorado Springs","Leather","Jackets","3756.5","24"
"2005","Colorado","Colorado Springs","e-Fashion Colorado Springs","Leather","Pants","1892.4","8"
"2005","Colorado","Colorado Springs","e-Fashion Colorado Springs","Leather","Shirts","1195","5"
"2005","Colorado","Colorado Springs","e-Fashion Colorado Springs","Outerwear","Day wear","26372.4","204"
"2005","Colorado","Colorado Springs","e-Fashion Colorado Springs","Outerwear","Hats,gloves,scarves","5147.2","53"
"2005","Colorado","Colorado Springs","e-Fashion Colorado Springs","Outerwear","Night wear","1883","7"
"2005","Colorado","Colorado Springs","e-Fashion Colorado Springs","Overcoats","Dry wear","5264.5","21"
"2005","Colorado","Colorado Springs","e-Fashion Colorado Springs","Overcoats","Wet wear","6875.8","29"
"2005","Colorado","Colorado Springs","e-Fashion Colorado Springs","Shirt Waist","2 Pocket shirts","7171","29"
"2005","Colorado","Colorado Springs","e-Fashion Colorado Springs","Shirt Waist","Long sleeve","30201.4","186"
"2005","Colorado","Colorado Springs","e-Fashion Colorado Springs","Shirt Waist","Short sleeve","29273.3","163"
"2005","Colorado","Colorado Springs","e-Fashion Colorado Springs","Sweaters","Cardigan","41907.5","269"
"2005","Colorado","Colorado Springs","e-Fashion Colorado Springs","Sweaters","Soft fabric","1678.6","11"
"2005","Colorado","Colorado Springs","e-Fashion Colorado Springs","Sweaters","Turtleneck","7702.2","29"
"2005","Colorado","Colorado Springs","e-Fashion Colorado Springs","Sweat-T-Shirts","Sweats","3654.8","16"
"2005","Colorado","Colorado Springs","e-Fashion Colorado Springs","Sweat-T-Shirts","T-Shirts","156500.9","865"
"2005","Colorado","Colorado Springs","e-Fashion Colorado Springs","Trousers","Jeans","6096.1","30"
"2005","Colorado","Colorado Springs","e-Fashion Colorado Springs","Trousers","Party pants","32169.3","228"
"2005","DC","Washington","e-Fashion Washington Tolbooth","Accessories","Belts,bags,wallets","46345.2","396"
"2005","DC","Washington","e-Fashion Washington Tolbooth","Accessories","Hair accessories","6732.5","33"
"2005","DC","Washington","e-Fashion Washington Tolbooth","Accessories","Hats,gloves,scarves","85415.7","598"
"2005","DC","Washington","e-Fashion Washington Tolbooth","Accessories","Jewelry","350936.9","2107"
"2005","DC","Washington","e-Fashion Washington Tolbooth","Accessories","Lounge wear","17443.7","106"
"2005","DC","Washington","e-Fashion Washington Tolbooth","City Skirts","Full length","3934","16"
"2005","DC","Washington","e-Fashion Washington Tolbooth","City Skirts","Mini city","1515","15"
"2005","DC","Washington","e-Fashion Washington Tolbooth","City Trousers","Bermudas","3862.4","18"
"2005","DC","Washington","e-Fashion Washington Tolbooth","City Trousers","Long lounge pants","7641.5","47"
"2005","DC","Washington","e-Fashion Washington Tolbooth","Dresses","Casual dresses","13043.5","81"
"2005","DC","Washington","e-Fashion Washington Tolbooth","Dresses","Evening wear","54682.5","385"
"2005","DC","Washington","e-Fashion Washington Tolbooth","Dresses","Sweater dresses","12225","75"
"2005","DC","Washington","e-Fashion Washington Tolbooth","Jackets","Boatwear","1192","8"
"2005","DC","Washington","e-Fashion Washington Tolbooth","Jackets","Fancy fabric","5343.2","27"
"2005","DC","Washington","e-Fashion Washington Tolbooth","Jackets","Outdoor","14562.2","81"
"2005","DC","Washington","e-Fashion Washington Tolbooth","Leather","Jackets","7671","50"
"2005","DC","Washington","e-Fashion Washington Tolbooth","Leather","Pants","1693.2","7"
"2005","DC","Washington","e-Fashion Washington Tolbooth","Leather","Shirts","946","4"
"2005","DC","Washington","e-Fashion Washington Tolbooth","Outerwear","Day wear","44141.4","360"
"2005","DC","Washington","e-Fashion Washington Tolbooth","Outerwear","Hats,gloves,scarves","9125.6","96"
"2005","DC","Washington","e-Fashion Washington Tolbooth","Outerwear","Night wear","1759.2","7"
"2005","DC","Washington","e-Fashion Washington Tolbooth","Overcoats","Dry wear","9811.2","39"
"2005","DC","Washington","e-Fashion Washington Tolbooth","Overcoats","Wet wear","7668","33"
"2005","DC","Washington","e-Fashion Washington Tolbooth","Shirt Waist","2 Pocket shirts","7654.5","33"
"2005","DC","Washington","e-Fashion Washington Tolbooth","Shirt Waist","Long sleeve","49489","280"
"2005","DC","Washington","e-Fashion Washington Tolbooth","Shirt Waist","Short sleeve","76879.4","405"
"2005","DC","Washington","e-Fashion Washington Tolbooth","Sweaters","Cardigan","32944.8","258"
"2005","DC","Washington","e-Fashion Washington Tolbooth","Sweaters","Soft fabric","2204.4","14"
"2005","DC","Washington","e-Fashion Washington Tolbooth","Sweaters","Turtleneck","6680.9","25"
"2005","DC","Washington","e-Fashion Washington Tolbooth","Sweat-T-Shirts","Sweats","3933.4","17"
"2005","DC","Washington","e-Fashion Washington Tolbooth","Sweat-T-Shirts","T-Shirts","260264.3","1490"
"2005","DC","Washington","e-Fashion Washington Tolbooth","Trousers","Jeans","9138.2","42"
"2005","DC","Washington","e-Fashion Washington Tolbooth","Trousers","Party pants","58278.2","419"
"2005","Florida","Miami","e-Fashion Miami Sundance","Accessories","Belts,bags,wallets","24149.9","160"
"2005","Florida","Miami","e-Fashion Miami Sundance","Accessories","Hair accessories","5687.9","24"
"2005","Florida","Miami","e-Fashion Miami Sundance","Accessories","Hats,gloves,scarves","54839.1","351"
"2005","Florida","Miami","e-Fashion Miami Sundance","Accessories","Jewelry","202546.1","1208"
"2005","Florida","Miami","e-Fashion Miami Sundance","Accessories","Lounge wear","8154","53"
"2005","Florida","Miami","e-Fashion Miami Sundance","City Skirts","Full length","4881","20"
"2005","Florida","Miami","e-Fashion Miami Sundance","City Skirts","Mini city","829.2","7"
"2005","Florida","Miami","e-Fashion Miami Sundance","City Trousers","Bermudas","3176.2","14"
"2005","Florida","Miami","e-Fashion Miami Sundance","City Trousers","Long lounge pants","4773.6","21"
"2005","Florida","Miami","e-Fashion Miami Sundance","Dresses","Casual dresses","4951.1","37"
"2005","Florida","Miami","e-Fashion Miami Sundance","Dresses","Evening wear","30073.7","219"
"2005","Florida","Miami","e-Fashion Miami Sundance","Dresses","Sweater dresses","2872.6","18"
"2005","Florida","Miami","e-Fashion Miami Sundance","Jackets","Boatwear","447","3"
"2005","Florida","Miami","e-Fashion Miami Sundance","Jackets","Fancy fabric","1439.7","10"
"2005","Florida","Miami","e-Fashion Miami Sundance","Jackets","Outdoor","5058","22"
"2005","Florida","Miami","e-Fashion Miami Sundance","Leather","Pants","1603.6","7"
"2005","Florida","Miami","e-Fashion Miami Sundance","Leather","Shirts","1120.5","5"
"2005","Florida","Miami","e-Fashion Miami Sundance","Outerwear","Day wear","34326.8","244"
"2005","Florida","Miami","e-Fashion Miami Sundance","Outerwear","Hats,gloves,scarves","2638","29"
"2005","Florida","Miami","e-Fashion Miami Sundance","Outerwear","Night wear","1781.8","7"
"2005","Florida","Miami","e-Fashion Miami Sundance","Overcoats","Dry wear","3013.2","12"
"2005","Florida","Miami","e-Fashion Miami Sundance","Overcoats","Wet wear","5478.3","23"
"2005","Florida","Miami","e-Fashion Miami Sundance","Shirt Waist","2 Pocket shirts","3139.8","13"
"2005","Florida","Miami","e-Fashion Miami Sundance","Shirt Waist","Long sleeve","29140.2","156"
"2005","Florida","Miami","e-Fashion Miami Sundance","Shirt Waist","Short sleeve","31469.5","161"
"2005","Florida","Miami","e-Fashion Miami Sundance","Sweaters","Cardigan","35855.6","220"
"2005","Florida","Miami","e-Fashion Miami Sundance","Sweaters","Soft fabric","3180.4","19"
"2005","Florida","Miami","e-Fashion Miami Sundance","Sweaters","Turtleneck","5156.1","19"
"2005","Florida","Miami","e-Fashion Miami Sundance","Sweat-T-Shirts","Sweats","1633.2","7"
"2005","Florida","Miami","e-Fashion Miami Sundance","Sweat-T-Shirts","T-Shirts","142557.9","740"
"2005","Florida","Miami","e-Fashion Miami Sundance","Trousers","Jeans","4897.8","21"
"2005","Florida","Miami","e-Fashion Miami Sundance","Trousers","Party pants","378","2"
"2005","Illinois","Chicago","e-Fashion Chicago 33rd","Accessories","Belts,bags,wallets","49858.9","395"
"2005","Illinois","Chicago","e-Fashion Chicago 33rd","Accessories","Hair accessories","9251.4","39"
"2005","Illinois","Chicago","e-Fashion Chicago 33rd","Accessories","Hats,gloves,scarves","117197","781"
"2005","Illinois","Chicago","e-Fashion Chicago 33rd","Accessories","Jewelry","330048.3","1927"
"2005","Illinois","Chicago","e-Fashion Chicago 33rd","Accessories","Lounge wear","14311.5","85"
"2005","Illinois","Chicago","e-Fashion Chicago 33rd","City Skirts","Full length","6010.9","25"
"2005","Illinois","Chicago","e-Fashion Chicago 33rd","City Skirts","Mini city","366.2","3"
"2005","Illinois","Chicago","e-Fashion Chicago 33rd","City Trousers","Bermudas","3801","19"
"2005","Illinois","Chicago","e-Fashion Chicago 33rd","City Trousers","Long lounge pants","7884","38"
"2005","Illinois","Chicago","e-Fashion Chicago 33rd","Dresses","Casual dresses","11834.5","75"
"2005","Illinois","Chicago","e-Fashion Chicago 33rd","Dresses","Evening wear","47112.1","335"
"2005","Illinois","Chicago","e-Fashion Chicago 33rd","Dresses","Sweater dresses","7593","47"
"2005","Illinois","Chicago","e-Fashion Chicago 33rd","Jackets","Boatwear","1043","7"
"2005","Illinois","Chicago","e-Fashion Chicago 33rd","Jackets","Fancy fabric","5517.9","29"
